id,name,description,explanatory_notes,section_id
4106,"Complex Problem Solving with Ratios and Proportions","&lt;p&gt;Develop strategies to solve multi-step problems involving ratios and proportions, integrating other areas of mathematics such as algebra.&lt;/p&gt;&lt;p&gt;For instance, solve a problem where the total cost \( C \) is divided among three people in the ratio \( 2:3:5 \). If the total cost is $1000, find each person&amp;#39;s share.&lt;/p&gt;&lt;p&gt;Set up the equations based on the ratio: \( 2x + 3x + 5x = 1000 \),&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;5&lt;/mn&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;1000&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;&lt;p&gt;which simplifies to \( 10x = 1000 \), leading to \( x = 100 \). Therefore, the shares are $200, $300, and $500 respectively.&lt;/p&gt;","Students should be able to identify and solve complex problems by breaking them down into simpler, solvable parts using their understanding of ratios and proportions.",435
4107,"Application of Ratios and Proportions in Real-Life Contexts","&lt;p&gt;Use ratios and proportions to solve real-world problems such as scale drawings, maps, and mixing solutions.&lt;/p&gt;","Students will apply their knowledge to practical scenarios, such as determining the correct mixture of ingredients or interpreting scale maps.",435
4108,"Calculating Sales Tax","&lt;p&gt;Students will understand how to compute the sales tax on a purchase and how to express this tax as a percentage of the selling price.&lt;/p&gt;&lt;p&gt;Example: Calculate the total cost of an item priced at $150 with a sales tax of 8%.&lt;/p&gt;&lt;p&gt;Solution: Sales tax is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;150&lt;/mn&gt;&lt;mo&gt;&amp;#215;&lt;/mo&gt;&lt;mn&gt;0.08&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;12&lt;/mn&gt;&lt;/math&gt;. Total cost is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;150&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;12&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;162&lt;/mn&gt;&lt;/math&gt;.&lt;/p&gt;","Emphasis is placed on understanding how sales taxes are calculated and their impact on final purchase prices.",436
4109,"Understanding and Calculating Discounts","&lt;p&gt;Students will learn how to calculate the discount on a product given its marked price and the discount rate. They will also understand how to express the discount as a percentage of the marked price.&lt;/p&gt;&lt;p&gt;Example: If an item is marked at $200 and a discount of 15% is offered, calculate the discount and the selling price.&lt;/p&gt;&lt;p&gt;Solution: The discount is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;200&lt;/mn&gt;&lt;mo&gt;&amp;#215;&lt;/mo&gt;&lt;mn&gt;0.15&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;30&lt;/mn&gt;&lt;/math&gt;. The selling price is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;200&lt;/mn&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mn&gt;30&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;170&lt;/mn&gt;&lt;/math&gt;.&lt;/p&gt;","This objective focuses on understanding how discounts work and calculating them as both amounts and percentages.",436
4110,"Markups and Marked Price Calculations","&lt;p&gt;Students will explore how to calculate the marked price of an item given the cost price and the desired markup percentage.&lt;/p&gt;&lt;p&gt;Example: Determine the marked price if an item costs $50 and the store wants a markup of 20%.&lt;/p&gt;&lt;p&gt;Solution: Markup is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;50&lt;/mn&gt;&lt;mo&gt;&amp;#215;&lt;/mo&gt;&lt;mn&gt;0.20&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;10&lt;/mn&gt;&lt;/math&gt;. Marked price is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;50&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;10&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;60&lt;/mn&gt;&lt;/math&gt;.&lt;/p&gt;","Focus is on understanding how markups contribute to determining the selling price of goods.",436
4111,"Computing Profit and Loss","&lt;p&gt;Students will learn to calculate profit and loss, as well as express these as percentages of the cost price.&lt;/p&gt;&lt;p&gt;Example: A product bought for $80 is sold for $100. Determine the profit and the percentage profit.&lt;/p&gt;&lt;p&gt;Solution: Profit is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;100&lt;/mn&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mn&gt;80&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;20&lt;/mn&gt;&lt;/math&gt;. Percentage profit is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mfrac&gt;&lt;mrow&gt;&lt;mn&gt;20&lt;/mn&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mn&gt;80&lt;/mn&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;mo&gt;&amp;#215;&lt;/mo&gt;&lt;mn&gt;100&lt;/mn&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;25&lt;/mn&gt;&lt;mo&gt;%&lt;/mo&gt;&lt;/math&gt;.&lt;/p&gt;","Students will understand the concept of profit and loss and how to express these as percentages relative to the cost price.",436
4112,"Analyzing Selling Price and Cost Price","&lt;p&gt;Students will solve problems involving relationships between selling price, cost price, profit, loss, or discount.&lt;/p&gt;&lt;p&gt;Example: If the selling price of an item is $75 and the cost price is $60, find the profit or loss percentage.&lt;/p&gt;&lt;p&gt;Solution: Profit is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;75&lt;/mn&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mn&gt;60&lt;/mn&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;15&lt;/mn&gt;&lt;/math&gt;. Profit percentage is &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mfrac&gt;&lt;mrow&gt;&lt;mn&gt;15&lt;/mn&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mn&gt;60&lt;/mn&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;mo&gt;&amp;#215;&lt;/mo&gt;&lt;mn&gt;100&lt;/mn&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;25&lt;/mn&gt;&lt;mo&gt;%&lt;/mo&gt;&lt;/math&gt;.&lt;/p&gt;","This objective helps students understand and solve problems where they need to determine the differences and relationships between various pricing components.",436
4113,"Calculating Total Cost of Installment Plans","&lt;p&gt;Calculate the total cost of an item purchased through an installment plan, including the principal and interest. For example, given a principal amount of $1000, an annual interest rate of 5%, and a payment period of 2 years, calculate the total cost using the formula: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;Total Cost&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;Principal&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;Interest&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to determine the total cost of an installment plan by adding the principal to the total interest paid over the term of the loan. They should practice calculating the total cost for various scenarios.",437
4114,"Analyzing Interest Rates in Installment Agreements","&lt;p&gt;Examine how interest rates impact the total cost of installment payments. Use examples to compare scenarios with different interest rates. For instance, compare a 5% interest rate with a 10% interest rate on a $1000 loan over 2 years.&lt;/p&gt;","Students should understand how different interest rates affect the overall cost of installment payments. They should be able to perform comparative analysis using simple calculations to identify the best financial option.",437
4115,"Understanding Installment Payments","&lt;p&gt;Explain the concept of installment payments, highlighting the typical structure and purpose of such agreements. Discuss the difference between paying upfront versus paying in installments.&lt;/p&gt;","Students should be able to define installment payments and understand their role in consumer finance. They should be familiar with common terms associated with installment plans, such as down payment, monthly installment, and interest rate.",437
4116,"Calculating Mortgage Payments","&lt;p&gt;Calculate monthly mortgage payments using the formula: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mrow&gt;&lt;mi&gt;rP&lt;/mi&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;msup&gt;&lt;mrow&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;/mrow&gt;&lt;/msup&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;/mrow&gt;&lt;/math&gt; where P is the principal, r is the monthly interest rate, and n is the number of payments.&lt;/p&gt;","Students should practice using the mortgage payment formula to compute monthly payments. They should understand the relationship between the principal, interest rate, and loan term in determining payment amounts.",437
4117,"Budgeting for Installment Payments","&lt;p&gt;Create a budget plan that includes installment payments. Determine how monthly installments fit within a personal or household budget, considering other expenses and income. For example, if the monthly installment is $100, ensure the budget accounts for this alongside other fixed expenses.&lt;/p&gt;","Students should develop the skill to incorporate installment payments into a comprehensive budget. They should practice creating sample budgets to understand the impact of such payments on overall financial health.",437
4118,"Understanding Mortgages and Long-term Loans","&lt;p&gt;Introduce the concept of mortgages, explaining their structure and purpose. Discuss how mortgages differ from other installment agreements, focusing on terms such as amortization, fixed vs. variable rates, and loan terms.&lt;/p&gt;","Students should be able to define mortgages and understand how they operate as long-term installment loans. They should be familiar with the key terminology and concepts associated with mortgages.",437
4119,"Evaluating the Impact of Amortization","&lt;p&gt;Explain the process of amortization and how it affects the repayment of mortgages over time. Use examples to show how the balance decreases with each payment and how interest is calculated on the remaining balance.&lt;/p&gt;","Students should understand amortization schedules and how they illustrate the breakdown of each payment into interest and principal. They should be able to interpret an amortization table and explain its significance.",437
4120,"Understanding Compound Interest","&lt;p&gt;Learn to calculate compound interest with the formula &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;frac&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;/frac&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/msup&gt;&lt;/math&gt;, where &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;/math&gt; is the amount, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;/math&gt; is the principal, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;/math&gt; is the rate, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;/math&gt; is the number of compounding periods, and &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/math&gt; is the time.&lt;/p&gt;","Students should understand how compound interest differs from simple interest and be able to apply the formula to calculate compound interest.",438
4121,"Calculating Total Amount with Simple Interest","&lt;p&gt;Calculate the total amount using simple interest with the formula &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;I&lt;/mi&gt;&lt;/math&gt; or &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;&amp;#8290;&lt;/mo&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to calculate the total amount by adding the calculated simple interest to the principal.",438
4122,"Appreciation Calculations","&lt;p&gt;Calculate appreciation of an asset using the formula &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;mo/&gt;&lt;/msup&gt;&lt;/math&gt;, where &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;/math&gt; is the future value, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;/math&gt; is the initial value, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;/math&gt; is the appreciation rate, and &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/math&gt; is time.&lt;/p&gt;","Students should be able to calculate how the value of an asset increases over time using the appreciation rate.",438
4123,"Depreciation Calculations","&lt;p&gt;Calculate depreciation of an asset using the formula &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;mo/&gt;&lt;/msup&gt;&lt;/math&gt;, where &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;/math&gt; is the future value, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;/math&gt; is the initial value, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;/math&gt; is the depreciation rate, and &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/math&gt; is time.&lt;/p&gt;","Students should understand how depreciation affects the value of an asset over time and be able to calculate it using the provided formula.",438
4124,"Understanding Simple Interest","&lt;p&gt;Learn to calculate simple interest using the formula &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;I&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;&amp;#8290;&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;&amp;#8290;&lt;/mo&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/math&gt;, where &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;I&lt;/mi&gt;&lt;/math&gt; is the interest, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;/math&gt; is the principal, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;/math&gt; is the rate, and &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/math&gt; is time.&lt;/p&gt;","Students should understand the components of simple interest and be able to apply the formula to find any missing variable.",438
4125,"Currency Conversion Calculations","&lt;p&gt;Perform calculations to convert between different currencies using given exchange rates. For example, if 1 USD = 1.5 EUR, to convert 100 USD to EUR, use the formula: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;100&lt;/mn&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mn&gt;1.5&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;, resulting in 150 EUR.&lt;/p&gt;","Students will practice converting amounts from one currency to another using real-world exchange rates and understand the importance of precision in these calculations.",439
4126,"Understanding Exchange Rates","&lt;p&gt;Learn to interpret and apply exchange rates for currency conversion. Exchange rates determine how much one currency is worth in terms of another, which is essential for converting money when traveling or conducting international business.&lt;/p&gt;","Students will be introduced to the concept of exchange rates, how they are determined, and how to use them for converting between different currencies.",439
4127,"Evaluating Investment Options","&lt;p&gt;Use knowledge of simple and compound interest, appreciation, and depreciation to evaluate various investment options. Consider factors such as interest rates, time, and market conditions to make informed financial decisions.&lt;/p&gt;","Students will be encouraged to apply their understanding of financial measures in real-world scenarios to compare and contrast different investment opportunities.",439
4128,"Understanding Appreciation and Depreciation","&lt;p&gt;Calculate appreciation and depreciation to assess changes in asset values over time. Appreciation refers to an increase in the value of an asset, while depreciation is a decrease. For example, if an asset increases in value by 10%, the new value is calculated as: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;msub&gt;&lt;mi&gt;o&lt;/mi&gt;&lt;/msub&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;0.10&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;, where &lt;mi&gt;V&lt;/mi&gt; is the new value and &lt;msub&gt;&lt;mi&gt;V&lt;/mi&gt;&lt;mi&gt;o&lt;/mi&gt;&lt;/msub&gt; is the original value.&lt;/p&gt;","Students will explore how appreciation and depreciation affect the value of assets such as property, vehicles, and investments, and how to calculate these changes.",439
4129,"Calculating Simple Interest","&lt;p&gt;Understand and apply the formula for simple interest to evaluate investments. Simple interest is calculated using the formula: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;I&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mi&gt;r&lt;/mi&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mi&gt;t&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;, where &lt;mi&gt;I&lt;/mi&gt; is the interest, &lt;mi&gt;P&lt;/mi&gt; is the principal amount, &lt;mi&gt;r&lt;/mi&gt; is the rate of interest per year, and &lt;mi&gt;t&lt;/mi&gt; is the time in years.&lt;/p&gt;","Students will practice calculating simple interest to understand how investments grow over time and the importance of the interest rate and time period in these calculations.",439
